f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,emotion_label
-715.6532,78.551796,7.3881707,17.980005,1.6603467,-1.368462,-11.966137,-6.159346,-3.8799882,-6.6246133,-10.581416,-5.682151,-2.685381,-7.9412313,-6.642417,-8.005554,-3.780374,-8.306671,-7.656477,-4.0393376,0.084180154,0.12471735,0.09086166,0.034090582,0.018536603,0.01159889,0.004387941,-0.000672738,-0.016730793,-0.028291477,-0.03353871,-0.0311573,-0.02658979,-0.04037198,-0.042690355,-0.019670056,-0.013943993,-0.025382426,-0.028449457,-0.023630837,-0.006452044,-0.03144389,-0.04219572,-0.021050211,-0.009199077,0.00408093,0.01751434,0.021299379,0.018698681,0.0016000248,-0.011561235,-0.010658182,-0.014317675,-0.014021186,-0.015219788,-0.024904218,-0.015268468,0.00012059386,0.00023480151,0.002725095,168.20142,65.79237,27.71903,19.166986,20.726284,15.288225,21.715254,15.256203,14.253716,12.814171,14.526683,13.018735,10.000443,11.851306,11.050274,11.921741,9.415741,11.152443,9.908012,9.043115,12.202928,7.9236736,4.7757726,2.5420787,2.7468925,1.7578753,2.6202986,1.9897958,1.7127572,1.3769184,1.667063,1.412149,1.688639,1.3220351,1.3696784,1.3969616,1.1017442,1.2822137,1.1126953,1.1361113,6.549678,3.55857,2.0481303,1.3400456,1.3173686,0.9528433,1.3371347,1.1126205,0.8680104,0.8073051,0.8537641,0.9007909,0.92411846,0.82243216,0.8332566,0.815633,0.82571054,0.7513268,0.62735814,0.8348177,calm
-633.98505,55.619328,-11.193098,12.995943,-4.2902975,-6.8614783,-12.783561,-12.551197,-2.6169276,-8.614061,-7.183235,-6.4599514,-7.612078,-4.3567786,-6.9258585,-4.6279445,-5.660421,-2.2085812,-7.7663713,0.84721017,0.007294918,0.010183759,0.009801174,0.009212722,0.008482832,0.0076852986,0.006890959,0.006157099,0.0055203643,0.00499432,0.0045709834,0.0042264503,0.0039280294,0.003641577,0.003337727,0.0029959474,0.0026066073,0.0021711679,0.0017009558,0.001215846,-0.0078053777,-0.010811676,-0.010159913,-0.009165931,-0.007949597,-0.006646135,-0.005382694,-0.00425862,-0.003333213,-0.0026226598,-0.0021055536,-0.0017346322,-0.0014509101,-0.0011968217,-0.00092592824,-0.00060795154,-0.00022988066,0.0002055486,0.0006823009,0.0011730111,164.47095,59.25027,30.774738,19.100563,18.626923,15.862202,20.191477,18.204056,12.2132435,14.070228,11.974425,11.823908,11.906605,9.324858,10.760487,9.221615,11.3187275,8.190961,13.457495,9.436492,12.839654,4.8272467,5.339746,2.6976264,2.7136726,1.8771427,2.4054523,2.1628962,1.8687683,1.7883615,1.3543916,1.5612254,1.2303866,1.1896528,1.1713705,1.2546113,1.1441523,1.2898933,1.4499987,1.1618633,6.187614,2.5574975,2.3636506,1.4015973,1.1641343,1.0111324,1.2160795,1.3053482,0.8825903,0.8677118,0.904062,1.0080097,0.8489814,0.8933605,0.5834355,0.8268768,0.77047294,0.8695387,0.8903825,0.7764415,happy
-643.8648,53.383137,-9.872485,10.443391,-6.1837153,-10.841148,-15.14137,-14.842228,-0.97607756,-11.069469,-10.087448,-4.7996597,-9.152113,-1.7576033,-9.27737,-7.558302,-5.8215384,-3.2105217,-0.15958433,8.295392,-0.0058029024,-0.0093984,-0.012364182,-0.015655188,-0.017792648,-0.017926045,-0.016089864,-0.013142139,-0.010424028,-0.009127943,-0.009646432,-0.011396009,-0.013273496,-0.014319087,-0.0140761,-0.012588659,-0.010276085,-0.0077552604,-0.0055253403,-0.0036557093,-0.012370996,-0.016019562,-0.01233237,-0.008128194,-0.004975346,-0.0035797656,-0.0037379535,-0.0046730717,-0.005426164,-0.005251162,-0.0039465674,-0.0018977486,0.00021886034,0.0017813487,0.0023716362,0.0018358214,0.00040288066,-0.0013288991,-0.0027760644,-0.003855409,165.34886,57.340794,29.659426,22.084383,23.34844,18.275665,20.133566,16.323217,12.522369,17.89541,14.627767,11.10784,15.941302,9.895275,13.922758,10.76855,10.396452,13.278719,13.6428585,18.796177,11.550796,5.85542,4.987021,3.0635316,2.773102,2.356794,2.6950426,1.8892912,1.6706362,1.6664332,1.671398,1.4636722,1.2824767,1.3120914,1.6085082,1.3522376,1.7694662,2.2505877,2.0608675,2.3200405,6.3698673,3.4461277,2.2323172,1.2321879,1.3013451,1.1539996,1.2929915,1.1276443,0.87492394,0.9376733,1.0165042,1.048367,0.7504362,0.8260213,0.84714895,0.90762603,0.93965787,1.1391338,1.1561714,1.4292929,happy
-655.87964,42.699776,-16.065722,10.741496,-7.8924565,-13.377997,-21.249716,-10.180591,-1.1940818,-13.942825,-7.5405297,-4.753188,-9.221256,3.317225,-9.828122,1.1461695,6.464982,2.311529,2.8605447,4.852209,0.19378784,0.084763385,-0.109900415,-0.031937335,0.028879007,-0.051980495,-0.11230062,-0.05216767,0.011077101,-0.021090409,-0.019072803,0.026254913,0.0226315,0.0026693202,-0.021331267,-0.028090391,-0.012970652,-0.012742766,-0.003053646,0.016941387,-0.0031782829,0.0067460625,0.0034316054,-0.016532553,-0.006379619,0.0013700015,-0.012966582,-0.013034579,-0.016745934,-0.027112097,-0.014373851,-0.0041039065,-0.0051265936,0.0021027254,-0.0041484563,-0.0073650945,0.0161361,0.009791049,-0.019460863,-0.017153744,153.4428,48.997673,33.38976,18.214748,21.478043,16.714096,22.919617,14.291482,11.059405,17.050734,11.670646,12.9084,18.112122,8.045506,17.53723,13.012855,18.332302,18.710613,12.416448,15.579481,10.298627,5.0855565,5.21958,2.706041,3.0448816,2.0021884,2.332425,1.5805066,1.4004058,1.5376582,1.5053896,1.5642581,1.6335157,1.2304261,1.8260759,1.62459,2.114171,2.154798,2.3371897,2.5893006,5.0447617,2.7029657,2.337018,1.2191997,1.2885903,1.1697097,1.3256539,1.0320966,0.84772635,0.8580796,0.9522622,0.9183093,0.81765544,0.7804499,0.986531,0.96385175,1.1369302,1.0258541,1.2587962,1.548261,happy
-656.39056,51.991543,-8.866464,11.847377,-10.136455,-10.049997,-16.986225,-12.86907,0.7675525,-12.7058,-6.7753887,-5.344378,-9.944044,-2.8126986,-8.509444,-4.935138,-3.2554424,-3.1131647,-2.6213791,5.2249045,0.18808587,0.044000164,-0.030147653,-0.050093338,-0.08339465,-0.029482968,-0.046763867,-0.030539015,-0.011482397,-0.0024579228,0.0014498384,-0.01676088,-0.036851592,-0.0024426293,0.025120288,-0.03137651,-0.046583235,0.007051453,-0.016224422,0.03814088,-0.022414764,-0.0025860637,0.014790675,0.007527757,0.019354075,0.004998455,0.0039990414,-0.0057376144,-0.012389496,-0.0048897173,0.0045593,0.008256001,-0.00027356987,0.0006817314,-0.017854443,-0.0019037842,0.023964176,0.006999415,-0.0123262005,-0.012182071,188.56197,50.78635,35.637352,17.09198,19.679699,16.938362,21.871572,15.991615,12.516187,17.278727,14.035414,14.165192,14.3264885,8.541526,16.492718,9.090911,10.197532,11.8330345,10.181288,14.180085,11.2448635,5.265964,4.721959,2.5468738,2.574049,1.9881831,2.3502545,1.9486537,1.7793505,1.597726,1.7147288,1.4360181,1.3803753,1.3121759,1.4215652,1.2063928,1.243028,1.3625137,1.834423,2.0280387,4.837119,2.8613927,2.000687,1.2028079,1.1831849,1.2212359,1.173956,1.3194919,1.0507444,0.96631396,0.933646,0.790315,0.85987884,0.81116456,0.90726227,0.72668535,0.8961631,0.850813,1.2204952,1.4499532,happy
-498.30774,39.156124,-30.231153,5.5004354,-22.510477,-19.098164,-17.498392,-25.870737,-4.7790136,-18.173374,-15.555807,-5.5681076,-14.240899,5.258873,1.4042401,11.124609,11.662135,5.8764324,-0.23600632,3.4455886,-0.034555126,-0.015722003,0.004003759,0.0064469017,0.020362157,0.013976021,0.015304293,0.014307104,-0.0032184417,-0.0020911258,-0.0073271794,-0.0071246694,0.007150764,-0.00055076275,0.0015240001,0.006676398,-0.006322167,-0.0076152366,-0.00074729015,0.003560288,0.014708998,0.01468117,-2.3477498e-05,-0.008166525,-0.002764505,-0.0041387756,-0.0012986922,0.002992595,0.0052023316,0.008281216,0.009990513,0.0062194387,0.0056115966,-0.0012370867,-0.0031934148,0.0010357081,0.0005073563,0.0076629585,0.0051130876,-0.00029785727,155.27174,42.28772,38.176414,25.101046,24.041527,20.82173,22.386036,21.665047,14.696298,17.680231,16.376184,11.250022,17.378878,19.195911,18.513466,20.4958,20.59459,20.531195,14.990073,13.198864,12.465177,5.0139246,5.666633,3.1368806,3.152359,2.3660216,3.0672605,2.1321752,2.0164795,2.012998,1.9156389,1.5598482,1.9704212,2.3099723,2.432672,1.9648383,2.2394812,2.574622,2.6899621,2.4347527,6.365817,2.7860556,2.2701414,1.192345,1.3124541,1.0263019,1.4037215,1.3030261,0.97966826,0.86207753,0.9309089,0.9698857,1.1946172,1.2629101,1.3093467,1.4516077,1.4375547,1.3500824,1.7805496,1.3930817,happy
-524.91425,33.569424,-28.162115,6.938006,-13.042871,-18.710676,-19.443913,-23.204832,-2.7939844,-14.745974,-15.135992,-0.08421899,-2.8813918,11.848158,6.1644497,10.1369915,4.463106,-3.4024463,-6.9409842,4.2760587,-0.023753118,-0.017922753,0.010835984,0.006554157,-0.008181246,0.008698036,0.006870536,-0.016430268,-0.011326584,-0.0034934327,-0.012385391,-0.0037367179,0.0044731125,-0.0015790185,-0.00023016185,-0.006592443,-0.0018285691,0.007692356,-0.0059755584,-0.0020403918,-0.020870294,-0.011255474,0.004904508,0.0014507335,-0.0043463674,-0.007525391,0.012894581,0.030030422,0.013303863,0.0018687604,0.0053940387,0.00011182901,-9.128342e-05,-0.0003278117,-0.011272763,-0.0078544635,0.0025218693,0.006794004,0.0015647348,-0.011986084,149.89587,39.302208,32.934296,23.050686,23.686346,19.827988,20.77434,22.875507,15.643143,16.49233,13.656438,12.58009,19.513624,20.526573,19.99071,19.796751,16.686796,13.350359,10.135778,11.198799,11.828542,4.8972073,4.776556,3.3268251,2.6965587,2.541975,2.888482,2.6574879,1.7054712,1.9290857,1.7170868,1.6611398,2.771043,2.8573778,2.7437465,2.3462732,2.6625233,2.5290198,1.6699888,1.6419454,6.131687,2.9171736,2.2663867,1.4159626,1.2557621,1.1281778,1.1865162,1.551673,0.916777,1.0868185,1.0107241,0.8913594,1.1429293,1.4965307,1.4114404,1.4071759,1.5497961,1.5631447,1.2135593,0.9811281,happy
-483.65833,23.892874,-26.949179,3.470261,-19.829626,-18.527246,-19.562614,-24.30657,-7.3873596,-14.870129,-16.86575,4.275474,3.472939,19.349554,6.0796638,4.8997135,-2.216568,-7.156263,-0.7955518,3.5700777,0.14514546,0.06284332,-0.074140914,0.0033354822,0.04552946,0.013627759,-0.07984575,-0.09590513,0.0146522075,0.018678969,-0.040013753,0.003644319,0.0331094,0.021537958,0.032341786,-0.00026952865,-0.013152798,0.0055904263,0.0051656594,-0.010359645,-0.04275148,0.00097400724,0.016139418,-0.0054503325,0.009656665,0.011605952,0.01755467,0.02040064,-0.019675424,-0.018330269,-0.012133248,-0.03211143,0.002219685,0.014053259,0.004666004,0.0002577883,0.00722849,0.0065955142,0.012061794,0.0014643519,144.04369,41.03922,35.702244,20.85287,22.54217,20.886723,19.919168,23.27994,15.461119,15.056128,14.394609,12.957463,19.466063,27.585815,17.256903,17.159689,16.178936,16.84225,11.98099,12.590744,12.218211,5.186989,5.1071115,3.195457,2.8294837,1.9299976,2.847015,2.665984,1.8789423,1.6896633,1.7528698,2.1810305,2.7068002,3.5587747,2.5403354,2.7273786,2.709793,2.502418,1.883845,1.895597,5.404337,2.7767508,2.5871594,1.4451542,1.1853012,1.1718067,1.4007493,1.5104222,1.1169263,1.0049102,1.128485,1.2088735,1.5474141,1.9317671,1.4657602,1.4137237,1.7129822,1.4167043,1.175573,1.1363804,happy
-484.11005,30.996511,-31.006886,8.509529,-18.37988,-18.487404,-17.88085,-26.633879,-6.326101,-16.506222,-15.217467,-1.3948711,-8.187632,8.90773,0.32852772,5.922622,10.746507,1.4674464,3.9367237,6.3477445,0.6202715,0.05466811,-0.25838396,0.1828933,0.00069849513,-0.05194645,-0.069843166,-0.09602748,0.031238794,-0.08298123,-0.037126735,0.0481864,0.04178841,0.037375495,0.0022864866,0.03428848,0.03576012,-0.019227386,-0.0038496568,-0.015394864,0.18529937,0.024682915,-0.04359069,0.03470418,-0.03312809,-0.0030573786,-0.0049822624,-0.031583488,0.0024682877,-0.020578697,0.007861818,0.012530976,0.017126927,0.015189189,0.0045752353,0.0029305716,-0.0056694504,0.003226439,0.0042355545,-0.015293826,161.2707,42.762905,44.048733,26.038748,27.186405,18.429468,20.29042,23.487282,13.959678,15.670348,14.985824,13.836722,17.10172,20.27613,18.263374,16.223766,17.248972,17.215645,14.614278,14.3393755,12.589476,5.6912827,5.6722293,4.002572,3.2069848,1.9751809,2.398234,2.244402,1.9607092,1.7334327,1.787263,2.2049048,2.8283768,2.5775616,2.8414245,2.5560734,2.3466837,2.630353,2.296353,2.5328588,5.5976615,2.771788,2.7128527,1.7346274,1.3948008,1.1452197,1.1080551,1.2672262,1.0026946,0.89665693,0.9943574,1.0822033,1.4419773,1.7389916,1.5593204,1.7020074,1.5054255,1.6652625,1.595517,1.7061584,happy
-769.5252,64.91901,5.755543,18.539845,-0.013120328,0.59862256,-10.894065,-6.906714,-1.3554769,-6.6450424,-6.2793584,-0.89395434,-2.9877803,-2.694114,-2.7118342,-5.934495,-2.9829924,-3.9429238,-6.1791306,-2.0766082,0.18235236,-0.012821261,-0.16538769,0.06884731,0.035216626,-0.12714611,-0.071571484,-0.005703891,-0.025671765,-0.056930922,-0.033362895,0.017900232,0.008758881,0.009241845,0.030464534,0.00989528,0.00013286172,-0.010221963,-0.025382932,-0.003042164,0.06681976,-0.024184171,-0.07845923,0.02110046,-0.011490063,-0.05954198,-0.025536038,-0.02437358,-0.026599044,-0.028188882,-0.033933904,-0.013314754,-0.0080767255,-0.0041235816,0.0110077355,0.008296119,0.010116938,0.00805215,0.00079728005,0.010112856,161.06618,62.57199,24.78707,19.01915,19.42958,14.42832,22.174942,16.43288,13.758487,14.481542,14.04134,10.381746,10.149731,10.321531,9.967802,11.086469,9.614947,10.89375,10.1669035,6.836091,12.322679,5.729026,4.2028637,2.5868435,2.539691,1.9203576,2.343527,1.9644372,1.8595357,1.6796374,1.4991915,1.3050308,1.2053878,1.4176382,1.2493918,1.0855266,1.0948838,1.5238373,1.081635,1.0803789,6.297672,2.9902935,1.9305483,1.3632782,1.4063272,1.1062286,1.2367505,1.0779371,1.0219592,0.8766781,0.8996311,0.9026555,0.8138779,0.82153547,0.7215099,0.7601569,0.8889134,0.79738396,0.6879715,0.6250319,sad
-735.48145,72.55583,2.7905283,15.59094,1.0166221,-1.043355,-16.817465,-10.067489,2.8698268,-4.2772,-7.578714,-0.4930789,-0.22546549,-0.34079558,0.51498455,-5.673685,-0.4050672,-5.603384,-7.5198092,-0.9103214,-0.6655654,-0.032188088,0.044070743,0.105229415,0.15450266,-0.027594063,0.043345474,-0.08450669,-0.007553253,-0.026738854,0.11606218,0.0051536593,-0.0101004215,-0.065740965,-0.0015232428,0.06927527,-0.0009223678,-0.0005824035,-0.031744905,-0.028524108,0.06075212,0.0045562014,0.018088866,-0.025359469,0.007339933,0.022515364,0.023901867,0.025854342,-0.013562505,0.014537138,-0.01440936,-0.014947776,-0.047746353,-0.008578458,-0.04752723,-0.0017257505,0.012202008,-0.0014292402,0.01599779,-0.008706518,149.9444,52.19369,27.950962,17.935751,17.814894,15.214115,17.815006,12.5943,18.713457,15.198236,14.721441,13.979393,11.863566,13.052674,11.45549,10.753295,8.572874,9.941129,9.789904,8.463699,11.817723,6.3230124,3.7616842,2.7326598,2.3548915,2.403461,2.255478,1.9314065,2.0728292,1.6486185,1.8400904,1.5942264,1.145205,1.634178,1.2608483,1.5755136,1.214059,1.4123654,1.2692994,1.1564534,6.092153,3.2374687,1.7759097,1.5359765,1.2954035,1.2459977,1.2344786,1.0832635,1.0479212,0.9815469,1.0836257,1.0589398,0.87423354,0.8833642,0.83966637,0.97108155,0.9122635,0.8138144,0.7079202,0.79644144,sad
-750.4923,78.58786,10.98619,19.913689,0.96308225,-1.527217,-15.272206,-8.93334,-0.9547409,-10.823625,-5.0515933,-1.1395628,-3.9727292,-2.2591999,-4.153305,-4.44213,-2.2498872,-6.592137,-8.172125,-3.198087,0.032655634,0.010118554,-0.016511854,-0.035709903,-0.071533635,-0.07682802,-0.06602294,-0.05192894,-0.046102427,-0.03015261,-0.019805692,-0.013200744,-0.011155395,-0.011418159,0.0050209654,-0.0007807456,0.000600536,0.0087044295,0.009988157,0.014606146,-0.010572294,-0.007671667,0.0030453515,0.009266207,0.012870855,0.0018269556,-0.0050788177,-0.006456356,-0.020428112,-0.014170542,-0.01031561,-0.022682285,-0.021769889,-0.02212234,-0.019568896,-0.018291522,-0.015603918,0.0057911444,0.018271696,0.011477529,157.01413,68.42487,25.357328,16.492905,18.29819,14.958934,20.815033,13.974736,11.740163,15.149656,11.523138,12.925292,11.26432,9.334609,12.755031,11.53324,9.683839,11.970901,11.424498,8.534836,12.448256,7.397735,3.8238819,2.3651671,2.3816397,1.9754312,2.5239809,2.0543132,1.868923,1.7714303,1.5205082,1.5472155,1.2831496,1.3604,1.1701128,1.3762397,1.2152777,1.3516078,1.3433224,1.1927128,6.545219,3.4595344,1.6937051,1.2191579,1.4246585,1.2370121,1.3130031,1.0384998,1.0909904,0.9859981,0.88562596,0.9900181,0.7834991,0.8263514,0.77454364,0.88127726,0.7767467,0.8120611,0.8481497,0.7760101,sad
-738.565,81.01689,10.675752,11.052751,0.549521,-2.021941,-15.222397,-4.9749875,1.2702857,-11.103117,-5.7982144,-3.2238886,-5.4172735,0.93206364,-6.587773,-1.1707394,-3.1093216,-3.5857716,-6.513955,-1.8469151,0.044657964,0.06373614,0.055337362,0.015533549,-0.022617448,-0.03905575,-0.044319876,-0.03940686,-0.040297683,-0.049323168,-0.034764264,-0.022720482,-0.028068565,-0.03899638,-0.034022003,-0.025755199,-0.023780167,-0.013913697,0.0075644734,0.019978432,-0.023395713,-0.022411477,-0.016581394,-0.002995777,0.0045265406,0.012001944,0.0047989683,-0.015808847,-0.002264198,-0.00091015385,-0.013060981,-0.02564093,-0.009682684,-0.0012973153,-0.0044409866,0.008281048,0.004188141,0.0021541142,-0.007936682,-0.019334797,151.01076,70.7016,24.190617,15.712326,17.867002,16.910097,21.527328,15.2975235,10.834342,15.880575,13.144393,11.892234,11.864333,9.231531,12.454607,8.298451,8.746488,9.77989,10.425097,6.7998013,13.204749,7.743391,4.1005645,2.297017,2.4036596,2.1957655,2.7437506,2.1008627,1.7943424,1.6630479,1.7515392,1.5042311,1.2870986,1.3579706,1.6225439,1.0766253,1.2023506,1.4553266,1.3162864,1.1014836,6.7128677,2.9118435,1.9484794,1.1374972,1.3652974,1.2356634,1.5136887,1.2161489,0.943389,0.8489789,0.9595336,1.0131645,0.84809536,0.88845575,0.85784584,0.8930448,0.7902195,0.8611779,0.80626225,0.6694871,sad
-647.6057,64.49738,-7.7328386,25.165659,-6.4445643,-8.276198,-17.569395,-13.75061,-1.6104842,-11.752943,-5.5967283,-0.8204858,-7.717888,-2.5378132,-9.313191,-3.7253973,-5.1214695,-5.4266953,-7.07794,-1.5314026,0.020974195,0.028341958,0.022691019,0.015136047,0.010447595,0.005354967,-0.0017821924,-0.0057012425,-0.005602637,-0.0042768745,-0.0016785872,0.0012351001,0.0031757355,0.0057448135,0.008024032,0.0074792495,0.0061845463,0.0053122165,0.0030225266,0.0007218966,-0.007690075,-0.010339078,-0.009075633,-0.008092698,-0.008115533,-0.008671369,-0.009007765,-0.008719696,-0.007405731,-0.005402489,-0.003666505,-0.0019317196,0.0009210791,0.004713531,0.0077938717,0.00854668,0.0070818644,0.0054013073,0.00468831,0.003728252,163.33359,61.795307,28.237606,22.98709,23.323303,18.147972,20.890526,18.247374,11.554605,14.334362,10.814489,11.678982,12.629322,8.838965,13.382196,10.004503,9.759228,9.031154,10.276308,10.410376,13.842316,5.508485,4.682962,3.0382102,3.1834307,2.4394217,2.6271462,2.3719537,1.6556954,2.0412743,1.6143712,1.514802,1.4154156,1.2152785,1.4926338,1.3190162,1.2496772,1.3788477,1.4578934,1.6586493,6.895204,2.8656452,2.3016102,1.4977561,1.5012512,1.2434181,1.3237699,1.2942814,1.0681559,1.0321652,1.0142306,0.9170916,0.87977874,0.88032645,0.94635713,0.89488125,0.80584306,0.76294273,0.82528454,0.92130995,sad
-681.653,70.10796,-12.191787,27.36649,-2.7082198,-10.885387,-28.664122,-15.91098,4.508683,-8.372677,-4.463336,0.033665452,-2.968721,1.9440325,-5.9474216,-6.1026382,-4.8546762,-5.037657,-7.228129,0.5717445,0.40266404,0.06922842,-0.10241812,0.10041424,-0.05072125,-0.12686652,-0.07514752,-0.09642157,-0.045365393,-0.025539773,-0.015162452,-0.037065435,-0.032288224,-0.044190113,0.061636813,0.0486558,-0.035037585,0.053627983,-0.009994207,-0.016657315,-0.011956123,-0.022059925,0.011960348,0.0030508612,-0.008756352,-0.009194229,0.009064518,-0.004636107,-0.0053745173,-0.002949241,-0.0016240139,-0.01939346,-0.011995252,-0.011419054,-0.008336391,-0.024836248,-0.0061774584,0.019336995,-0.0042040492,-0.010329784,133.96669,59.405193,30.516615,19.110342,19.383331,17.4858,20.659096,14.401423,14.671736,18.213476,11.640806,13.290669,18.854649,14.2075205,12.955848,8.836228,11.972166,9.037979,12.142605,13.003785,14.888393,6.7316394,4.8988748,2.9322884,2.9271038,2.5291464,2.7997854,2.29467,1.8712827,2.097141,1.6874015,1.518197,1.5365623,1.6196531,1.4775301,1.1660619,1.3211768,1.3042979,1.7499588,1.9766409,7.6034284,3.517901,2.4912062,1.4446388,1.4526156,1.1767582,1.2659417,1.4223002,1.0407423,1.1330309,1.0566269,1.1291661,1.0155313,1.0084921,0.88710654,0.9462423,0.88810295,0.8309827,1.0419216,1.0918915,sad
-729.0522,65.06678,15.534222,18.702631,0.34980485,-3.211602,-16.953798,-6.163086,-0.09867808,-10.645866,-3.1410086,-1.7533965,-3.445575,0.14017078,-5.770482,-4.056311,-4.6530123,-3.5450144,-7.5791187,-1.4012862,0.05015863,0.062633805,0.043442965,0.023139415,0.005992991,-0.008758197,-0.020712793,-0.026599884,-0.02545667,-0.018563699,-0.008428682,-0.0029887203,-0.007098458,-0.0140852025,-0.017670564,-0.020375635,-0.025738817,-0.027944326,-0.018440934,-0.004838972,0.0055006715,0.007938959,0.006096721,0.0025246725,-0.0024661366,-0.008467146,-0.007358579,0.00039769645,0.008831975,0.018076599,0.020245885,0.011483107,0.00301083,0.0009789831,0.0022191098,-0.0009659176,-0.008797765,-0.010432526,-0.0087686675,-0.009847147,153.73474,71.02675,26.928305,17.372541,19.199455,16.637712,21.977112,14.935401,11.530315,14.973871,10.241729,10.880458,10.598735,8.661896,11.112502,8.705268,9.174385,10.60921,11.148824,7.346114,13.061489,8.788883,4.5014896,2.5807495,2.7124114,2.5245092,2.8271317,2.1258416,1.6919844,1.657751,1.5282608,1.4685763,1.1497111,1.3119118,1.2006148,0.9728145,1.0470215,1.4662031,1.2588954,0.97950006,6.261568,3.3809576,2.0123413,1.1674621,1.32879,1.2700073,1.3937618,1.151423,0.7674386,0.9087968,0.9968924,0.9014797,0.74417007,0.91342986,0.7726469,0.70246816,0.67330104,0.8657839,0.73642427,0.6680441,sad
-708.4954,59.0647,11.033733,21.635426,-0.7377001,0.40540403,-18.422892,-9.234437,-4.107234,-12.481484,-5.650169,-5.726875,-7.2521114,0.5890635,-6.9851627,-3.533008,-3.6721828,-3.826577,-7.791341,-0.027682079,-0.17510408,0.110981405,0.0077935155,-0.10604455,0.061270367,-0.034145694,0.0019285006,-0.030363955,-0.044586852,-0.016988253,0.009368465,0.030529907,0.010333584,-0.0013870148,-0.011618915,-0.009874498,-0.052247457,-0.03981345,0.009818699,0.01637763,-0.123736285,0.0017978504,-0.0040749046,-0.0046938583,0.0014543553,-0.0113453865,0.013755076,0.010330203,-0.006085136,-0.0019441278,0.018789273,0.0063870237,0.009198731,-0.017891133,-0.022173623,-0.015317035,-0.035767768,-0.022283461,0.015368186,-0.0209166,136.30472,66.25842,26.521017,17.651878,18.578045,16.353895,23.78113,20.267582,10.541926,15.9574795,11.555056,11.619895,10.502639,8.370179,14.298998,8.879306,11.084038,9.7645855,10.754007,8.783299,13.180217,7.597722,4.2642846,2.5072417,2.800415,2.3064463,3.07925,2.6059322,1.6238314,1.3719996,1.7009002,1.4491113,1.2451384,1.3358009,1.3919084,1.000027,1.5073249,1.2370706,1.2676721,1.1565812,6.1633725,3.443416,2.1376565,1.2452263,1.5293423,1.2878827,1.5792632,1.3783034,0.99086934,0.85019046,0.9820692,0.8547726,0.903625,0.8774968,0.77004933,0.76877916,1.0670708,0.8448089,0.83142453,0.7475777,sad
-648.3988,75.30163,-3.6203418,18.887306,-6.470333,-5.225574,-20.049036,-10.446096,-2.2316122,-7.0045357,-6.119879,0.42070985,-4.817366,-3.691342,-0.9448498,-6.856897,-2.2493296,-8.002906,-7.8125267,-3.2520554,0.13970968,0.16309904,0.008630436,-0.0055287383,0.08466271,0.038073808,-0.0094351405,-0.015970496,-0.0062959394,0.007527177,-0.015122183,-0.01718366,-0.037100397,-0.053705253,-0.016750336,0.0048751133,-0.027256459,0.00664986,0.028901787,-0.021316841,-0.00787421,0.0036788573,-0.01034,-0.014585305,-0.011436942,-0.028751202,-0.017084222,0.0030625493,0.0016696651,-0.010969135,0.0140890675,0.027791463,0.017686298,0.019126074,0.002505224,-0.005138177,-0.004160157,-0.019943891,-0.0032214967,0.02203788,149.26326,75.96973,35.319786,25.882395,20.226238,18.86356,17.321146,13.537381,14.131212,15.519978,11.608592,13.593758,10.990605,11.40272,13.5753565,12.809307,9.781594,11.476325,10.278139,9.079117,16.25005,8.805797,5.991505,3.4561944,2.9480796,2.440378,2.6498559,2.2076602,1.8853741,1.9598148,1.7742777,1.7509149,1.190157,1.5445462,1.4940159,1.7783898,1.2715415,1.4439049,1.5294778,1.1029546,7.438417,3.8523216,2.4431214,1.6071256,1.4360323,1.3456378,1.5062481,1.3657658,0.99644995,1.0014422,1.0613075,1.004791,0.8005037,0.9357761,0.8723899,1.1035229,0.95979255,0.89427876,0.9125021,0.8790312,angry
